,id,name,lat,lng,category
0,4bd3e87bb221c9b63cd8dad0,捷運文化中心站 KMRT Cultural Center Station (O7),22.6301855171073,120.31794247247711,Metro Station
1,4be1fd81edbb0f472e70a715,Formosa Blvd. Station (O5/R10) (捷運美麗島站 KMRT Formosa Blvd. Station (O5/R10)),22.629931810472645,120.30354465998244,Metro Station
2,4c5bd760bfa5952176bc69ff,THSR Tainan Station (高鐵台南站),22.924633253266112,120.28576018076731,Train Station
3,4b62c457f964a520d9512ae3,THSR Zuoying Station (高鐵左營站),22.6870725596051,120.30794319560208,Train Station
4,606c23fb99fa866dc08aff2d,Youbike Zhongshan Wufu Rd. Intersection (Northwest) Stop,22.623463,120.300877,Bike Rental / Bike Share
5,5ab537b6a9e40204e305075d,城市商旅CitySuites - 高雄駁二館,22.620216,120.285429,Hotel
6,582730c2089b7547dd82c453,城市商旅CitySuites - 高雄真愛館,22.61909677210068,120.28485948224353,Hotel
7,5959bc521fa763146a122d74,KLRT Dayi Pier-2 Sta. (C12) (環狀輕軌駁二大義站 (C12)),22.618557504475216,120.28410262240087,Light Rail Station
8,4d2082fbd7b0b1f7ea5e159f,TRA Shalun Station (臺鐵沙崙車站),22.923403570111216,120.28665564841943,Train Station
9,4c2fd8c57cc0c9b60c82ec9a,TRA Pingtung Station (臺鐵屏東車站),22.668879793867923,120.48587549743498,Train Station
10,4bdad9ffc79cc9283bf47fe9,KMRT Zuoying/THSR Station (R16) (捷運左營/高鐵站 KMRT Zuoying/THSR Station (R16)),22.68737849260965,120.30869635866372,Metro Station
11,4cf252fe1c158cfa56f9d6b5,TRA Chaozhou Station (臺鐵潮州車站),22.550165,120.53604,Train Station
12,4b794390f964a52056f12ee3,Gushan Ferry Station (鼓山輪渡站),22.619879324964998,120.2700248924729,Pier
13,4bdb6b4d2a3a0f4767ffaeb6,KMRT Houyi Station (R12) (高雄捷運後驛站 (R12)),22.648096467542675,120.30338704030021,Metro Station
14,4bdb63a863c5c9b6ffbb2768,KMRT Aozihdi Station (高雄捷運凹子底站 (R13)),22.6576455960258,120.30300970019384,Metro Station
15,4d623b6a29ef236a008bb959,捷運鹽埕埔站 KMRT Yanchengpu Station (O2),22.624046802537194,120.28402632423457,Metro Station
16,4bdadea72a3a0f47ff4facb6,KMRT Ecological District Station (R15) (捷運生態園區站 (R15)),22.676717184745687,120.30656664389967,Metro Station
17,53048ac2498eff3c41f5e583,高鐵左營站第一月台  THSR Zuoying Station Platform 1,22.686865286547285,120.30760363252249,Platform
18,4cad15df14c337043516f63b,TRA Kaohsiung Station (臺鐵高雄站),22.639837982770437,120.30211687088011,Train Station
19,532177cd498e91e3b8480a81,高鐵左營站第三月台 THSR Zuoying Station Platform 3,22.6869116732137,120.30771410771523,Platform
20,4bdbfd002a3a0f474a3cb1b6,KMRT Sanduo Shopping District Station (R8) (捷運三多商圈站),22.61406528649598,120.30458970360148,Metro Station
21,4b791372f964a520dbea2ee3,KMRT Sizihwan Station (Hamasing) (捷運西子灣站 KMRT Sizihwan Station),22.622115877500708,120.2733950632847,Metro Station
22,51aad7fe498ed9fd8d3fecf5,高鐵左營站第二月台 THSR Zuoying Station Platform 2,22.686943334806916,120.30774445656117,Platform
23,4ba32613f964a520ad2d38e3,Guanmiao Rest Area (關廟服務區 Guanmiao Rest Area),22.929868326677493,120.35102451175736,Rest Area
24,4e4a27b2aeb7de71b392f4cf,Baisha Port Pier (小琉球白沙漁港碼頭 Baisha Port Pier),22.35238719148328,120.38442615395782,Pier
25,4bdab08f3904a593dc06479e,臺鐵岡山車站 TRA Gangshan Station,22.79219312263406,120.3004415056581,Train Station
26,4bcab8d9511f9521555eb0c7,旗津輪渡站,22.61405035580845,120.26953894735608,Pier
27,4d4cbd26fe7fb1f729795442,TRA Xinzuoying Station (臺鐵新左營站),22.687476996648986,120.30720107733033,Train Station
28,4d4b69fb8e948cfa4e98f048,東港快艇碼頭,22.468359141012908,120.44482080354182,Pier
29,4c05fffa70839521b41d7bce,高雄捷運市議會站 (O4),22.62906435916717,120.29504468540767,Metro Station
30,4bc71fad15a7ef3bf0c078da,Kaohsiung International Airport (KHH) (高雄國際機場),22.571337989712745,120.34046173095702,Airport
31,4be1fbf6ae55a59368465c62,KMRT Central Park Station (R9) (捷運中央公園站),22.62487233556554,120.30068556137927,Metro Station
32,4e4bc95fd22d8354d6f10adc,高鐵左營基地 THSRC Zuoying Depot,22.688238,120.308871,Building
33,4ba40d4cf964a520207c38e3,TRA Tainan Station (臺鐵臺南車站 TRA Tainan Station),22.996797484116804,120.21276047446092,Train Station
34,4bd3f7fdcaff9521fe11d6f0,Shangri-La's Far Eastern Plaza Hotel Tainan (香格里拉台南遠東國際大飯店),22.996859292507594,120.21445762709227,Hotel
35,4ff91e83e4b0484034050625,台南巿公車 台南火車站南站,22.997083773253564,120.21141529083252,Bus Station
36,521a1cbe7e48ec5f7428a1a5,TRA Tainan Station Platform 2 (臺鐵臺南車站第2月台),22.99688450382557,120.2129676952631,Platform
37,6064231c0c102c069d865594,兵谷駅,22.992443,120.16938,Tram Station
38,59f5733a178a2a3eed864849,U.I.J Hotel & Hostel,22.990948281721256,120.19982773939407,Hotel
39,5d980ab6b9f78b0007205149,Lakeshore Hotel Tainan (煙波大飯店 台南館),22.989385,120.200235,Hotel
40,5219fdad11d2f9bf4a9f8dd7,TRA Tainan Station Platform 1,22.997064582102777,120.21288069552035,Platform
41,57a57784498e2540c79cc2fd,Tainan City Bus Tainan Bus Station (大台南公車 台南火車站),22.99726154399887,120.2114689350128,Bus Station
42,525a1c0311d27eb42e66118e,東琉線交通客船聯營處,22.46847393547181,120.44504016328256,Pier
43,50db9d98e4b0b8da0f395a9b,R24 捷運南岡山站,22.78054934027208,120.30142115025973,Metro Station
44,4d6621e505a7f04d2243af8f,Tainan Airport (TNN) (台南機場),22.94794332566599,120.21613149091833,Airport
45,4bda1ee963c5c9b628d72268,TRA Yongkang Station (臺鐵永康車站),23.039042127149955,120.25410398497945,Train Station
46,4bdad6fec79cc928bae77fe9,捷運世運/國家體育園區站 KMRT World Games / National Sports Complex Station (R17),22.701682669675687,120.30252592918772,Metro Station
47,4bdabf4c3904a593c52d479e,捷運橋頭糖廠站 KMRT Ciaotou Sugar Refinery Station (R22A),22.753354678750053,120.31459551662428,Metro Station
48,5c5fcc49bf7dde002ca9bf95,Yamato Hotel (大和旅社),22.670204,120.486481,Historic Site
49,50aa64d77ab4a85700646a3c,TRA Nanke Station (台鐵南科車站 TRA Nanke Station),23.107389399394847,120.30197209286156,Train Station
50,5a3c7a29610f0447484ec0c2,高鐵台南站接駁車站,22.923926,120.285771,Bus Stop
51,50b4bf6ce4b0be5fbe33bf86,TRA Nanke Station Platform 1 (台鐵南科站第一月台 TRA Nanke Station Platform 1),23.107113993275604,120.30190901820174,Platform
52,4b9c7abaf964a520846b36e3,臺鐵楠梓車站,22.72714223314228,120.32435868024686,Train Station
53,4dbd42981e72b351cac620f1,TRA Fengshan Station (臺鐵鳳山車站 TRA Fengshan Station),22.631857687238377,120.35732982218452,Train Station
54,4fafad2ee4b09f9a2ac77267,高鐵台南站北上月台 THSR Tainan Northbound Platform,22.924834405242148,120.28614751683743,Platform
55,5354d3c6498e917206028b12,義大皇家酒店 E-DA ROYAL HOTEL,22.729494103887408,120.40207183910712,Hotel
56,4bf0f5a624f020a1af9e684f,Rende Service Area (仁德服務區),22.906280981105525,120.26564764700642,Rest Area
57,4bda5d5c2a3a0f4750f9aab6,TRA Zhongzhou Station (臺鐵中洲車站),22.90442785935436,120.25263452750964,Train Station
58,515d302bc84cb99c5d6c22e6,旗山轉運站 Chishan Bus Terminal,22.88362332295467,120.48448562622069,Bus Line
59,4c05a974d3842d7f138fbe41,捷運鳳山站 KMRT Fongshan Station (O12),22.62591349832897,120.35583151071964,Metro Station
60,4bdac02863c5c9b6f8c92468,捷運青埔站(高科大),22.744143632252797,120.31768573895275,Metro Station
61,4f37748e6b744f12c17a825b,TRA Lioukuaicuo Station (臺鐵六塊厝車站 TRA Lioukuaicuo Station),22.665711019251837,120.46474315457087,Train Station
62,60687ad4423ee5595c7c303e,游文バス軺,22.97483,120.22271,Tram Station
63,5fc4d9cfa684213c0994b59b,代糖文化車站,22.975555,120.22196,Bus Line
64,4eed9c2a46907303bf3fa7ac,TRA Xishi Station (臺鐵西勢車站),22.615772185827854,120.52654619466772,Train Station
