,Districts,Neighborhoods,lat,lng
497,岡山區,前峰里,22.798089,120.27967538613203
498,岡山區,岡山里,22.798330999999997,120.29510470966213
499,岡山區,本洲里,22.810851200000002,120.26623270332797
500,岡山區,灣裡里,22.810801499999997,120.28343633967391
501,岡山區,竹圍里,22.804831999999998,120.30715495081532
502,岡山區,協和里,22.7967265,120.27237578106326
503,岡山區,石潭里,22.7716405,120.26785942187499
504,岡山區,福興里,22.779054600000002,120.26891814383029
505,岡山區,後協里,22.787088500000003,120.2771928782188
506,岡山區,協榮里,22.78178465,120.27875546287345
507,岡山區,白米里,22.7733946,120.28340103580291
508,岡山區,劉厝里,22.7780265,120.2939638801079
509,岡山區,忠孝里,22.789382000000003,120.29362536426117
510,岡山區,仁義里,22.786661000000002,120.29409089270919
511,岡山區,和平里,22.783537,120.30443058922316
512,岡山區,信義里,22.7864155,120.2888280356353
513,岡山區,壽峰里,22.7993135,120.28530984693901
514,岡山區,大遼里,22.77901795,120.30750554833588
515,岡山區,碧紅里,22.7941635,120.30259921286361
516,岡山區,後紅里,22.789334,120.30090437542614
517,岡山區,平安里,22.7928015,120.29456251595744
518,岡山區,維仁里,22.793371999999998,120.2917944793578
519,岡山區,台上里,22.8080755,120.29902443351608
520,岡山區,壽天里,22.7999505,120.29082264939325
521,岡山區,仁壽里,22.7927985,120.28597594372991
522,岡山區,程香里,22.7920205,120.30843485399713
523,旗山區,太平里,22.8845545,120.47689686842105
524,旗山區,大德里,22.881699,120.4845551650613
525,旗山區,湄洲里,22.888157,120.48107929310731
